"instance","size","algorithm","permutation","initial","time","cost","iterations","relative_deviation"
"N-t70l11xx_150",150,"best","transpose","CW",0.004967,340538,5,22.0490681267769
"N-t70l11xx_150",150,"best","transpose","random",0.005528,271234,5,37.913116727937
"N-t70l11xx_150",150,"best","insert","CW",1.456391,425013,11,2.71229816280656
"N-t70l11xx_150",150,"best","insert","random",1.327006,422666,10,3.24953875594581
"N-t70l11xx_250",250,"best","exchange","CW",6.9571,1082333,14,2.76652819801496
"N-t70l11xx_250",250,"best","exchange","random",7.569744,1080699,15,2.91332173838049
"N-t70l11xx_250",250,"best","transpose","CW",0.012847,850399,3,23.6027662586872
"N-t70l11xx_250",250,"best","transpose","random",0.018202,670363,4,39.7766474295858
"N-t70l11xx_250",250,"best","insert","CW",12.4328,1076788,12,3.26467396382087
"N-t70l11xx_250",250,"best","insert","random",12.26086,1086337,12,2.40682113826981
"N-t70n11xx_150",150,"best","exchange","CW",0.76029,914303,12,3.64733120949971
"N-t70n11xx_150",150,"best","exchange","random",0.825929,907112,13,4.40514567721172
"N-t70n11xx_150",150,"best","transpose","CW",0.005049,724885,6,23.6089082982318
"N-t70n11xx_150",150,"best","transpose","random",0.010418,593115,9,37.4953235965784
"N-t70n11xx_150",150,"best","insert","CW",1.489726,921384,12,2.90110895308632
"N-t70n11xx_150",150,"best","insert","random",1.707992,927820,14,2.22285920837843
"N-t70n11xx_250",250,"best","exchange","CW",6.803605,2366058,14,3.20456228343268
"N-t70n11xx_250",250,"best","exchange","random",6.734497,2350697,13,3.83298082548202
"N-t70n11xx_250",250,"best","transpose","CW",0.026367,1942073,6,20.5497895180393
"N-t70n11xx_250",250,"best","transpose","random",0.028298,1650484,6,32.4786961164135
"N-t70n11xx_250",250,"best","insert","CW",15.783472,2400127,14,1.81079942235077
"N-t70n11xx_250",250,"best","insert","random",17.274577,2389122,16,2.26101399531171
"N-t74d11xx_150",150,"best","exchange","CW",0.493036,9096040,8,3.19287564000339
"N-t74d11xx_150",150,"best","exchange","random",0.888636,9079823,13,3.365469552931
"N-t74d11xx_150",150,"best","transpose","CW",0.011561,7609206,12,19.0169181838655
"N-t74d11xx_150",150,"best","transpose","random",0.006595,6301767,6,32.9316997664123
"N-t74d11xx_150",150,"best","insert","CW",1.466064,9189696,11,2.1961157270017
"N-t74d11xx_150",150,"best","insert","random",1.818558,9142963,13,2.6934846196974
"N-t74d11xx_250",250,"best","exchange","CW",6.531021,23574225,12,3.50395513758558
"N-t74d11xx_250",250,"best","exchange","random",8.69963,23651020,16,3.18961124016332
"N-t74d11xx_250",250,"best","transpose","CW",0.038695,19960371,9,18.2964930772301
"N-t74d11xx_250",250,"best","transpose","random",0.038554,16783671,9,31.2996346742256
"N-t74d11xx_250",250,"best","insert","CW",13.607285,23898595,12,2.17621596176871
"N-t74d11xx_250",250,"best","insert","random",13.604538,23943219,14,1.99355716785542
"N-t75d11xx_150",150,"best","exchange","CW",0.695086,9411440,11,2.39262238465735
"N-t75d11xx_150",150,"best","exchange","random",0.843112,9250592,13,4.06079978096149
"N-t75d11xx_150",150,"best","transpose","CW",0.007853,7789504,8,19.2139504300912
"N-t75d11xx_150",150,"best","transpose","random",0.013989,6114949,13,36.5809975793755
"N-t75d11xx_150",150,"best","insert","CW",1.361231,9501094,11,1.46280804883563
"N-t75d11xx_150",150,"best","insert","random",1.489331,9407346,12,2.43508183867897
"N-t75d11xx_250",250,"best","exchange","CW",6.009462,24248680,12,3.07142018572207
"N-t75d11xx_250",250,"best","exchange","random",6.070414,24140553,12,3.50363326080815
"N-t75d11xx_250",250,"best","transpose","CW",0.049724,20494682,11,18.077172860327
"N-t75d11xx_250",250,"best","transpose","random",0.057516,17653655,11,29.4335317352851
"N-t75d11xx_250",250,"best","insert","CW",18.926502,24646331,18,1.48190081016318
"N-t75d11xx_250",250,"best","insert","random",16.564215,24502685,16,2.05609300437753
"N-t75e11xx_150",150,"best","exchange","CW",0.774489,40036932,12,3.68836632536202
"N-t75e11xx_150",150,"best","exchange","random",0.900474,40381798,14,2.85876709785783
"N-t75e11xx_150",150,"best","transpose","CW",0.006901,32880307,8,20.9041271470642
"N-t75e11xx_150",150,"best","transpose","random",0.011336,26841183,11,35.4316613348415
"N-t75e11xx_150",150,"best","insert","CW",1.179377,40755488,9,1.95982972703543
"N-t75e11xx_150",150,"best","insert","random",2.187307,40847184,17,1.73924860055377
"N-t75e11xx_250",250,"best","exchange","CW",7.805139,102934581,15,3.68593062562959
"N-t75e11xx_250",250,"best","exchange","random",6.959852,102188789,14,4.38375502758494
"N-t75e11xx_250",250,"best","transpose","CW",0.033293,84195824,7,21.2194545799115
"N-t75e11xx_250",250,"best","transpose","random",0.033664,73890813,7,30.8616713618271
