"instance","size","algorithm","permutation","initial","time","cost","iterations","relative_deviation"
"N-t65n11xx_250",250,"first","exchange","random",6.581702,1381172,14,3.371434248287
"N-t65n11xx_250",250,"first","transpose","CW",0.034823,1142838,8,20.0455867722802
"N-t65n11xx_250",250,"first","transpose","random",0.025306,952838,6,33.3382306231731
"N-t65n11xx_250",250,"first","insert","CW",13.308776,1383756,13,3.19065429191485
"N-t65n11xx_250",250,"first","insert","random",13.895402,1387205,14,2.94935782537944
"N-t69r11xx_150",150,"first","exchange","CW",0.757718,11394579,11,3.89152895881792
"N-t69r11xx_150",150,"first","exchange","random",0.708691,11229150,11,5.2868528453671
"N-t69r11xx_150",150,"first","transpose","CW",0.005114,8789899,6,25.8609068841933
"N-t69r11xx_150",150,"first","transpose","random",0.008896,7600701,6,35.8912907663211
"N-t69r11xx_150",150,"first","insert","CW",1.550969,11514982,12,2.87598040377508
"N-t69r11xx_150",150,"first","insert","random",1.728367,11651550,14,1.72408688729219
"N-t69r11xx_250",250,"first","exchange","CW",6.468564,30649122,13,3.66736131875083
"N-t69r11xx_250",250,"first","exchange","random",6.051488,30702086,13,3.50089123601522
"N-t69r11xx_250",250,"first","transpose","CW",0.0288,25031531,6,21.3238985618744
"N-t69r11xx_250",250,"first","transpose","random",0.031007,21060290,7,33.8058262454525
"N-t69r11xx_250",250,"first","insert","CW",10.387113,30995639,11,2.57823070816073
"N-t69r11xx_250",250,"first","insert","random",25.267123,31117730,27,2.19448894259784
"N-t70b11xx_150",150,"first","exchange","CW",0.650015,9345976,11,3.12268942719199
"N-t70b11xx_150",150,"first","exchange","random",0.597682,9288531,10,3.71814538661827
"N-t70b11xx_150",150,"first","transpose","CW",0.007138,7739769,9,19.7721024348028
"N-t70b11xx_150",150,"first","transpose","random",0.007902,6051685,6,37.2702254709617
"N-t70b11xx_150",150,"first","insert","CW",1.23296,9452208,10,2.02152348617411
"N-t70b11xx_150",150,"first","insert","random",1.332082,9479197,11,1.74176439680244
"N-t70b11xx_250",250,"first","exchange","CW",6.247997,24588787,13,3.20535589335845
"N-t70b11xx_250",250,"first","exchange","random",6.073436,24594671,13,3.18219331580131
"N-t70b11xx_250",250,"first","transpose","CW",0.040242,20830150,9,18.0013655843227
"N-t70b11xx_250",250,"first","transpose","random",0.036951,16816083,8,33.8028846541822
"N-t70b11xx_250",250,"first","insert","CW",16.0984,24992029,17,1.61797926193494
"N-t70b11xx_250",250,"first","insert","random",17.051061,24632759,18,3.03225853436074
"N-t70d11xn_150",150,"first","exchange","CW",0.652644,5618234,11,3.55206486634586
"N-t70d11xn_150",150,"first","exchange","random",0.773004,5624414,13,3.4459731230817
"N-t70d11xn_150",150,"first","transpose","CW",0.007525,4698008,8,19.3495374451495
"N-t70d11xn_150",150,"first","transpose","random",0.007163,3608392,6,38.0549194724185
"N-t70d11xn_150",150,"first","insert","CW",1.528491,5689323,12,2.33168364678179
"N-t70d11xn_150",150,"first","insert","random",1.696187,5703947,14,2.08063418828744
"N-t70d11xn_250",250,"first","exchange","CW",5.23265,14689537,11,3.40319494960993
"N-t70d11xn_250",250,"first","exchange","random",5.6269,14627122,12,3.81362923267958
"N-t70d11xn_250",250,"first","transpose","CW",0.042018,12495909,10,17.828255199574
"N-t70d11xn_250",250,"first","transpose","random",0.047258,10647818,10,29.981101544723
"N-t70d11xn_250",250,"first","insert","CW",11.400115,14921564,12,1.87741051641596
"N-t70d11xn_250",250,"first","insert","random",14.185415,14884758,15,2.11944278786772
"N-t70d11xx_150",150,"first","exchange","CW",0.468561,5921558,8,4.09155680318902
"N-t70d11xx_150",150,"first","exchange","random",0.500867,5920507,8,4.10857931209628
"N-t70d11xx_150",150,"first","transpose","CW",0.008113,4978394,8,19.3675012285036
"N-t70d11xx_150",150,"first","transpose","random",0.006516,4283429,8,30.6234935241582
"N-t70d11xx_150",150,"first","insert","CW",1.114748,6048307,9,2.03866814335447
"N-t70d11xx_150",150,"first","insert","random",1.47681,6014249,12,2.59028813228255
"N-t70d11xx_250",250,"first","exchange","CW",5.622787,15564000,12,2.97105328026291
"N-t70d11xx_250",250,"first","exchange","random",5.202145,15457311,11,3.63617287012298
"N-t70d11xx_250",250,"first","transpose","CW",0.036251,13084902,8,18.4262234007337
"N-t70d11xx_250",250,"first","transpose","random",0.052312,11072864,12,30.9696523328903
"N-t70d11xx_250",250,"first","insert","CW",16.815897,15709771,18,2.06228904277366
"N-t70d11xx_250",250,"first","insert","random",13.206467,15710633,14,2.05691517024266
"N-t70f11xx_150",150,"first","exchange","CW",0.651053,4935547,11,4.16594095218012
"N-t70f11xx_150",150,"first","exchange","random",0.73902,4969048,12,3.51544834980778
"N-t70f11xx_150",150,"first","transpose","CW",0.004162,4089072,5,20.6020391460588
"N-t70f11xx_150",150,"first","transpose","random",0.006479,3241715,6,37.0552632309644
"N-t70f11xx_150",150,"first","insert","CW",1.472644,5032739,12,2.27875319629902
"N-t70f11xx_150",150,"first","insert","random",1.482144,5032488,12,2.28362689091099
"N-t70f11xx_250",250,"first","exchange","CW",4.185344,13103394,9,3.55318859999551
"N-t70f11xx_250",250,"first","exchange","random",4.787101,13054027,10,3.91655169038141
"N-t70f11xx_250",250,"first","transpose","CW",0.031981,11115805,7,18.1827282004779
"N-t70f11xx_250",250,"first","transpose","random",0.035292,9423977,8,30.6353352149084
"N-t70f11xx_250",250,"first","insert","CW",14.22424,13350655,15,1.73323759847815
"N-t70f11xx_250",250,"first","insert","random",16.714,13218998,18,2.70229171136604
"N-t70l11xx_150",150,"first","exchange","CW",0.479805,416574,8,4.64402946468221
"N-t70l11xx_150",150,"first","exchange","random",0.534236,418989,9,4.0912233153719
"N-t70l11xx_150",150,"first","transpose","CW",0.004529,340538,5,22.0490681267769
"N-t70l11xx_150",150,"first","transpose","random",0.006685,271234,5,37.913116727937
"N-t70l11xx_150",150,"first","insert","CW",1.36561,425013,11,2.71229816280656
"N-t70l11xx_150",150,"first","insert","random",1.226193,422666,10,3.24953875594581
"N-t70l11xx_250",250,"first","exchange","CW",8.512485,1078285,18,3.13018808259248
"N-t70l11xx_250",250,"first","exchange","random",4.667076,1068755,10,3.98633400651138
"N-t70l11xx_250",250,"first","transpose","CW",0.015536,850399,3,23.6027662586872
"N-t70l11xx_250",250,"first","transpose","random",0.01833,670363,4,39.7766474295858
"N-t70l11xx_250",250,"first","insert","CW",11.37026,1076788,12,3.26467396382087
"N-t70l11xx_250",250,"first","insert","random",11.388577,1086337,12,2.40682113826981
"N-t70n11xx_150",150,"first","exchange","CW",0.579685,908518,10,4.25697614006763
"N-t70n11xx_150",150,"first","exchange","random",0.732807,918952,12,3.15740220652473
"N-t70n11xx_150",150,"first","transpose","CW",0.004934,724885,6,23.6089082982318
"N-t70n11xx_150",150,"first","transpose","random",0.011295,593115,9,37.4953235965784
"N-t70n11xx_150",150,"first","insert","CW",1.5274,921384,12,2.90110895308632
"N-t70n11xx_150",150,"first","insert","random",1.672998,927820,14,2.22285920837843
"N-t70n11xx_250",250,"first","exchange","CW",5.255114,2355278,11,3.64557210592418
"N-t70n11xx_250",250,"first","exchange","random",5.636935,2352841,12,3.74526978100876
"N-t70n11xx_250",250,"first","transpose","CW",0.026629,1942073,6,20.5497895180393
"N-t70n11xx_250",250,"first","transpose","random",0.028251,1650484,6,32.4786961164135
"N-t70n11xx_250",250,"first","insert","CW",13.071819,2400127,14,1.81079942235077
"N-t70n11xx_250",250,"first","insert","random",15.021293,2389122,16,2.26101399531171
"N-t74d11xx_150",150,"first","exchange","CW",0.416913,8981710,7,4.40966432255958
"N-t74d11xx_150",150,"first","exchange","random",0.602708,9029089,10,3.90542019598887
"N-t74d11xx_150",150,"first","transpose","CW",0.012927,7609206,12,19.0169181838655
"N-t74d11xx_150",150,"first","transpose","random",0.00568,6301767,6,32.9316997664123
"N-t74d11xx_150",150,"first","insert","CW",1.358567,9189696,11,2.1961157270017
"N-t74d11xx_150",150,"first","insert","random",1.599317,9142963,13,2.6934846196974
"N-t74d11xx_250",250,"first","exchange","CW",5.154982,23666836,11,3.12487182898251
"N-t74d11xx_250",250,"first","exchange","random",6.625335,23740955,14,2.82148156486323
"N-t74d11xx_250",250,"first","transpose","CW",0.039057,19960371,9,18.2964930772301
"N-t74d11xx_250",250,"first","transpose","random",0.043153,16783671,9,31.2996346742256
"N-t74d11xx_250",250,"first","insert","CW",11.445647,23898595,12,2.17621596176871
"N-t74d11xx_250",250,"first","insert","random",13.396493,23943219,14,1.99355716785542
"N-t75d11xx_150",150,"first","exchange","CW",0.777949,9358600,13,2.94063351081814
"N-t75d11xx_150",150,"first","exchange","random",0.659154,9253824,11,4.0272802510646
"N-t75d11xx_150",150,"first","transpose","CW",0.007616,7789504,8,19.2139504300912
"N-t75d11xx_150",150,"first","transpose","random",0.012476,6114949,13,36.5809975793755
"N-t75d11xx_150",150,"first","insert","CW",1.350352,9501094,11,1.46280804883563
"N-t75d11xx_150",150,"first","insert","random",1.469385,9407346,12,2.43508183867897
"N-t75d11xx_250",250,"first","exchange","CW",6.035112,24306780,13,2.83917865805089
"N-t75d11xx_250",250,"first","exchange","random",5.626438,24242259,12,3.09708667193854
"N-t75d11xx_250",250,"first","transpose","CW",0.045464,20494682,11,18.077172860327
"N-t75d11xx_250",250,"first","transpose","random",0.052615,17653655,11,29.4335317352851
"N-t75d11xx_250",250,"first","insert","CW",17.17246,24646331,18,1.48190081016318
"N-t75d11xx_250",250,"first","insert","random",15.261706,24502685,16,2.05609300437753
"N-t75e11xx_150",150,"first","exchange","CW",0.995754,40025570,17,3.7156984091943
"N-t75e11xx_150",150,"first","exchange","random",0.590031,40053511,10,3.64848438399119
"N-t75e11xx_150",150,"first","transpose","CW",0.008822,32880307,8,20.9041271470642
"N-t75e11xx_150",150,"first","transpose","random",0.012268,26841183,11,35.4316613348415
"N-t75e11xx_150",150,"first","insert","CW",1.142481,40755488,9,1.95982972703543
"N-t75e11xx_150",150,"first","insert","random",2.051138,40847184,17,1.73924860055377
"N-t75e11xx_250",250,"first","exchange","CW",6.64071,103236016,14,3.4038832201822
"N-t75e11xx_250",250,"first","exchange","random",8.439461,102548998,18,4.04671382842494
"N-t75e11xx_250",250,"first","transpose","CW",0.030331,84195824,7,21.2194545799115
"N-t75e11xx_250",250,"first","transpose","random",0.0316,73890813,7,30.8616713618271
"N-t75e11xx_250",250,"first","insert","CW",15.177889,104582359,16,2.14413385467308
"N-t75e11xx_250",250,"first","insert","random",18.29097,103511472,18,3.14614390618445
"N-t75k11xx_150",150,"first","exchange","CW",0.71549,1475157,11,4.30975430657578
"N-t75k11xx_150",150,"first","exchange","random",0.537472,1488157,9,3.46647240911367
"N-t75k11xx_150",150,"first","transpose","CW",0.004251,1218870,5,20.9345379723352
"N-t75k11xx_150",150,"first","transpose","random",0.009465,995065,9,35.4522845155281
"N-t75k11xx_150",150,"first","insert","CW",1.231732,1509969,10,2.05157512084878
"N-t75k11xx_150",150,"first","insert","random",1.454141,1520595,12,1.36228947143091
"N-t75k11xx_250",250,"first","exchange","CW",4.231068,3952925,9,3.44233507391211
"N-t75k11xx_250",250,"first","exchange","random",7.108876,3931532,15,3.96489953586466
"N-t75k11xx_250",250,"first","transpose","CW",0.027829,3314218,6,19.043960830016
"N-t75k11xx_250",250,"first","transpose","random",0.031844,2828312,7,30.9131333373556
"N-t75k11xx_250",250,"first","insert","CW",14.114118,4031999,15,1.51080315859232
"N-t75k11xx_250",250,"first","insert","random",13.957359,4027154,15,1.62915144158957
"N-t75n11xx_150",150,"first","exchange","CW",0.606428,1685790,10,3.28748765126838
"N-t75n11xx_150",150,"first","exchange","random",0.544673,1665426,9,4.45575511131356
"N-t75n11xx_150",150,"first","transpose","CW",0.007491,1330987,7,23.6422705832273
"N-t75n11xx_150",150,"first","transpose","random",0.007754,1081423,7,37.9595707403043
"N-t75n11xx_150",150,"first","insert","CW",1.521539,1703533,12,2.26958500230051
"N-t75n11xx_150",150,"first","insert","random",1.215015,1706021,10,2.12685030181964
"N-t75n11xx_250",250,"first","exchange","CW",5.782565,4364415,12,3.54760348309437
"N-t75n11xx_250",250,"first","exchange","random",5.70613,4367317,12,3.48347006436768
"N-t75n11xx_250",250,"first","transpose","CW",0.042515,3623615,10,19.9190840457182
