"algorithm","size","average_relative_deviation","average_time"
"First exchange random",150,2.66933554836499,30.2181715641026
"First exchange CW",150,2.46895229043359,28.0096283589744
"First insert random",150,1.97235099768429,106.644270717949
"First insert CW",150,1.65844651219212,73.6588831538462
"First transpose random",150,35.992050033772,0.0548799487179487
"First transpose CW",150,20.0203944572352,0.0530696666666667
