"algorithm","size","average_relative_deviation","sd_relative_deviation","average_time","sd_time"
"VND 1",150,1.96990410581647,0.458709041264116,2.3969341025641,0.662167725568228
"VND 1",250,2.03043385684927,0.301277431526197,23.2143345128205,4.6516889119083
"VND 2",150,2.00117197357418,0.447633835359069,1.49543487179487,0.273416282811546
"VND 2",250,2.02736606068236,0.371912913845999,13.7700928205128,2.89722561796204
